"SEXEQ" "FAMIQ" "PCSPQ" "kvunbq" "vienbq" "uemnbq" "xlgnbq" "ylvnbq" "rocnbq" "nptagq" "endetq" "gagetq" "facanq" "lgagtq" "havefq" "jnbjdq" "ageq" "relatq" "qsmoyq" "opgnbq" "moyrvq" "tavepq" "dmvtpq" "boppnq" "itavcq" "RELAT" "AGER" "OPGNBL" "MOYRVL" "TAVEPL" "ENDETL" "GAGETL" "GAGECL" "GAGEML" "KVUNB" "QSMOY" "QCREDL" "DMVTPL" "BOPPNL" "FACANL" "LGAGTL" "VIENB" "VIEMTL" "UEMNB" "XLGNB" "XLGMTL" "YLVNB" "YLVMTL" "ROCNB" "NPTAG" "ITAVCL" "HAVEFL" "JNBJDL" "CARVP"
"1444967" "Sfem" "Fcou" "Pemp" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F1" "L0" "H0" "J0" "A2" "R2" "Q2" "O0" "M1" "T1" "D0" "B1" "I1" 285 61 0 2.07944154167984 5.83773044716594 0 0 0 0 1 9384 2.07944154167984 2.63905732961526 2.94443897916644 7.14440718032114 0 0 0 1 0 0 1 5.83773044716594 0 0 9.2729395137327 0 0 "Cnon"
"1446050" "Shom" "Fseu" "Psan" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "J1" "A0" "R1" "Q1" "O2" "M1" "T0" "D0" "B1" "I0" 159 30 1.38629436111989 2.70805020110221 0 0 0 0 0 1 4259 2.70805020110221 2.63905732961526 3.58351893845611 0 0 0 0 0 0 0 0 0 0 1 6.75460409948796 0 1.79175946922805 "Cnon"
"1446139" "Sfem" "Fcou" "Pemp" "K0" "V0" "U2" "X0" "Y2" "R0" "N0" "E1" "G1" "F1" "L1" "H1" "J0" "A2" "R1" "Q1" "O2" "M1" "T2" "D0" "B2" "I2" 156 58 1.09861228866811 2.70805020110221 11.8244168331736 2.99573227355399 12.0029767895197 0 0 1 3650 2.70805020110221 2.63905732961526 3.89182029811063 10.3417747410115 12.0029767895197 0 0 2 0 0 2 11.8244168331736 0 0 12.0142581732527 10.0176640925984 0 "Cnon"
"1446398" "Shom" "Fseu" "Pouv" "K0" "V0" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "J1" "A2" "R2" "Q1" "O2" "M2" "T2" "D1" "B2" "I2" 221 59 1.79175946922805 3.25809653802148 11.9645232409766 0 0 0 0 1 2420 2.63905732961526 2.70805020110221 3.8286413964891 9.39274525863144 0 0 0 3 1 11.224483103572 2 11.3161803875105 13 0 11.9840721906322 0 2.77258872223978 "Cnon"
"1451038" "Sfem" "Fcou" "Pemp" "K0" "V0" "U2" "X1" "Y1" "R1" "N1" "E1" "G1" "F1" "L0" "H1" "J2" "A1" "R2" "Q0" "O1" "M1" "T2" "D0" "B2" "I2" 190 38 0.693147180559945 2.99573227355399 11.7015603838208 2.19722457733622 9.53748351330888 9.53748351330888 0 1 -869 2.94443897916644 2.63905732961526 3.93182563272433 11.9576176964675 0 0 0 2 1 11.7001599336248 1 5.13579843705026 26 1 11.7040415694457 5.70711026474888 3.71357206670431 "Cnon"
"1452267" "Shom" "Fseu" "Pint" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R1" "Q1" "O0" "M0" "T0" "D1" "B0" "I0" 114 49 0 1.09861228866811 0 0 0 0 0 1 2344 1.09861228866811 2.70805020110221 0.693147180559945 0 0 0 0 0 0 0 0 0 0 0 7.76556908109732 0 0 "Cnon"
"1452312" "Shom" "Fseu" "Pint" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R1" "Q0" "O0" "M0" "T0" "D0" "B0" "I0" 113 36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Cnon"
"1452372" "Shom" "Fcou" "Pint" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A2" "R1" "Q2" "O1" "M1" "T0" "D0" "B0" "I1" 110 53 0.693147180559945 2.484906649788 0 0 0 0 0 1 8038 2.484906649788 2.63905732961526 2.07944154167984 0 0 0 0 0 0 0 0 0 0 0 9.94989392535028 0 0 "Cnon"
"1452460" "Shom" "Fcou" "Pouv" "K0" "V0" "U2" "X1" "Y2" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A2" "R1" "Q1" "O0" "M0" "T2" "D2" "B0" "I2" 106 59 0 0 11.485492601319 0 0 0 0 1 4138 0 3.17805383034795 0.693147180559945 0 0 0 0 3 1 10.6077972003022 2 10.9481011361052 0 0 12.214055696021 11.5240928766621 0 "Cnon"
"1470456" "Sfem" "Fseu" "Pouv" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A2" "R1" "Q1" "O0" "M0" "T0" "D2" "B0" "I0" 151 52 0 0 0 0 0 0 0 1 2773 0 3.93182563272433 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Cnon"
"1470770" "Shom" "Fseu" "Psan" "K0" "V0" "U2" "X2" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J2" "A0" "R1" "Q1" "O1" "M1" "T1" "D0" "B0" "I1" 145 34 0.693147180559945 2.19722457733622 10.2337979870435 0 0 0 0 1 1647 2.07944154167984 2.63905732961526 2.39789527279837 0 0 0 0 4 2 9.98118906019998 2 8.73439915006369 1 0 10.4031409992989 0 3.43398720448515 "Cnon"
"1471063" "Sfem" "Fseu" "Psan" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R1" "Q2" "O0" "M1" "T2" "D1" "B1" "I2" 133 31 0 2.56494935746154 11.3396072561292 0 0 0 0 1 14446 2.56494935746154 2.70805020110221 2.83321334405622 0 0 0 0 1 0 0 1 11.3396072561292 8 0 11.443993305926 0 0 "Cnon"
"1481943" "Sfem" "Fcou" "Pouv" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "J1" "A0" "R0" "Q1" "O1" "M1" "T0" "D0" "B2" "I0" 73 30 0.693147180559945 3.04452243772342 0 0 0 0 0 1 6592 3.04452243772342 2.63905732961526 3.78418963391826 0 0 0 0 0 0 0 0 0 0 1 8.49187538343195 0 1.79175946922805 "Cnon"
"1482759" "Shom" "Fseu" "Pouv" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G1" "F0" "L0" "H1" "J0" "A1" "R0" "Q1" "O0" "M0" "T0" "D2" "B0" "I2" 36 46 0 0 0 0 7.51860721681525 0 7.51860721681525 1 2602 0 3.71357206670431 0.693147180559945 0 0 0 0 0 0 0 0 0 0 0 12.4420218533133 12.4362196155567 0 "Cnon"
"1482854" "Shom" "Fcou" "Psan" "K0" "V0" "U2" "X1" "Y1" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R0" "Q1" "O0" "M0" "T1" "D0" "B0" "I1" 62 23 0 0.693147180559945 7.99867136101578 0 0 0 0 1 7154 0.693147180559945 2.63905732961526 0.693147180559945 0 0 0 0 2 1 7.94271754057379 1 5.09375020080676 0 1 9.36460533098761 0 0 "Cnon"
"1483217" "Shom" "Fcou" "Pint" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E1" "G1" "F0" "L0" "H0" "J0" "A1" "R0" "Q0" "O1" "M0" "T0" "D2" "B0" "I0" 57 37 0.693147180559945 0 0 3.89182029811063 9.28312604170183 0 9.28312604170183 1 298 0 3.17805383034795 1.09861228866811 0 0 0 0 0 0 0 0 0 0 0 6.26720054854136 0 0 "Cnon"
"1483761" "Shom" "Fcou" "Psan" "K0" "V1" "U2" "X2" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "J0" "A0" "R0" "Q1" "O1" "M1" "T1" "D1" "B1" "I1" 50 25 0.693147180559945 2.30258509299405 9.83220635053116 2.99573227355399 9.61159663531029 0 9.61159663531029 1 5302 2.30258509299405 2.70805020110221 3.40119738166216 0 0 1 10.0597217745668 3 2 9.81907280139376 1 5.4971682252932 19 0 10.6779381841601 10.0597217745668 0 "Cnon"
"1484346" "Shom" "Fcou" "Pouv" "K0" "V0" "U2" "X1" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R0" "Q1" "O2" "M1" "T2" "D0" "B0" "I1" 43 47 1.09861228866811 2.30258509299405 10.7958543762909 0 0 0 0 1 2556 2.30258509299405 2.63905732961526 2.19722457733622 0 0 0 0 2 1 10.7861180829176 1 6.16120732169508 0 0 10.8148260422762 0 0 "Cnon"
"1513139" "Shom" "Fcou" "Psan" "K0" "V0" "U2" "X1" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A2" "R2" "Q1" "O0" "M1" "T2" "D0" "B1" "I2" 333 64 0 2.39789527279837 12.3559011410186 0 0 0 0 1 4984 2.30258509299405 2.63905732961526 3.2188758248682 0 0 0 0 3 1 11.3835454434682 1 11.5021475917983 0 0 12.3966310197467 0 0 "Cnon"
"1513603" "Sfem" "Fcou" "Pouv" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R2" "Q1" "O0" "M0" "T0" "D2" "B0" "I0" 317 47 0 1.38629436111989 0 0 0 0 0 1 7607 1.38629436111989 3.04452243772342 1.6094379124341 0 0 0 0 0 0 0 0 0 0 0 8.72029728739272 0 0 "Cnon"
"1540032" "Sfem" "Fseu" "Pouv" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G1" "F0" "L0" "H1" "J2" "A2" "R2" "Q0" "O2" "M2" "T1" "D0" "B2" "I0" 314 54 1.94591014905531 3.43398720448515 4.80402104473326 0 8.07806788181544 8.07806788181544 0 1 716 3.43398720448515 2.63905732961526 4.49980967033027 0 0 0 0 1 0 0 1 4.80402104473326 21 0 5.77455154554441 5.30330490805908 3.66356164612965 "Cnon"
"1543359" "Shom" "Fcou" "Pint" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "J0" "A1" "R2" "Q1" "O2" "M0" "T0" "D1" "B1" "I0" 225 48 1.09861228866811 1.94591014905531 0 0 0 0 0 1 2371 1.94591014905531 2.70805020110221 2.70805020110221 10.5713425658087 0 0 0 0 0 0 0 0 5 0 8.00570067866254 0 0 "Cnon"
"1543827" "Sfem" "Fseu" "Psan" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E1" "G1" "F0" "L0" "H0" "J0" "A2" "R2" "Q1" "O2" "M0" "T0" "D2" "B1" "I0" 211 60 1.38629436111989 1.94591014905531 0 3.09104245335832 9.69461666050864 0 9.69461666050864 1 2641 1.94591014905531 2.83321334405622 3.13549421592915 0 0 0 0 0 0 0 0 0 0 0 7.2115567333138 0 0 "Cnon"
"1547327" "Shom" "Fcou" "Pemp" "K0" "V1" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A2" "R1" "Q1" "O0" "M0" "T0" "D2" "B0" "I2" 138 60 0 0 0 0 0 0 0 1 4555 0 3.55534806148941 1.09861228866811 0 0 1 12.5456685697839 0 0 0 0 0 0 0 12.5529088473895 12.5456685697839 0 "Cnon"
"1547438" "Sfem" "Fseu" "Psan" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R1" "Q1" "O2" "M0" "T0" "D0" "B1" "I0" 136 21 1.38629436111989 1.6094379124341 0 0 0 0 0 1 2972 1.6094379124341 2.63905732961526 3.52636052461616 0 0 0 0 0 0 0 0 0 14 0 7.67229245562876 0 0 "Cnon"
"1547469" "Sfem" "Fcou" "Psan" "K0" "V0" "U1" "X1" "Y0" "R0" "N0" "E0" "G0" "F1" "L0" "H0" "J1" "A1" "R1" "Q1" "O1" "M1" "T1" "D0" "B2" "I1" 135 47 0.693147180559945 2.56494935746154 9.2767833285249 0 0 0 0 1 4103 2.56494935746154 2.63905732961526 3.80666248977032 10.5050949364556 0 0 0 1 1 9.2767833285249 0 0 0 0 9.3868953338758 0 2.77258872223978 "Cnon"
"1547622" "Shom" "Fcou" "Pint" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "J2" "A2" "R1" "Q0" "O0" "M1" "T1" "D0" "B2" "I0" 131 64 0 2.94443897916644 5.41610040220442 2.56494935746154 10.5853968236693 0 10.5853968236693 1 -1350 2.94443897916644 2.63905732961526 4.07753744390572 0 0 0 0 1 0 0 1 5.41610040220442 19 0 7.07749805356923 0 4.06044301054642 "Cnon"
"1548367" "Sfem" "Fcou" "Pemp" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R1" "Q0" "O0" "M0" "T1" "D2" "B0" "I0" 102 29 0 0 5.27811465923052 0 0 0 0 1 94 0 3.09104245335832 0.693147180559945 0 0 0 0 1 0 0 1 5.27811465923052 0 0 5.27811465923052 0 0 "Cnon"
"1548475" "Sfem" "Fseu" "Pouv" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "J1" "A1" "R1" "Q1" "O0" "M1" "T0" "D0" "B2" "I0" 95 40 0 3.04452243772342 0 0 0 0 0 1 5325 3.04452243772342 2.63905732961526 4.23410650459726 0 0 0 0 0 0 0 0 0 18 0 8.06400734709666 5.52545293913178 2.30258509299405 "Cnon"
"1560147" "Sfem" "Fcou" "Psan" "K0" "V0" "U2" "X1" "Y1" "R0" "N0" "E1" "G1" "F0" "L0" "H0" "J0" "A2" "R2" "Q1" "O2" "M0" "T2" "D1" "B1" "I1" 177 59 1.09861228866811 1.79175946922805 10.7602617983845 2.89037175789616 9.98603481350369 0 9.98603481350369 1 4421 1.79175946922805 2.70805020110221 2.94443897916644 0 0 0 0 3 1 7.7106533235012 1 10.7117475401966 0 0 10.880158170399 0 0 "Cnon"
"1563426" "Shom" "Fcou" "Psan" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E1" "G1" "F0" "L1" "H0" "J1" "A0" "R1" "Q0" "O1" "M0" "T0" "D1" "B1" "I0" 88 31 0.693147180559945 1.94591014905531 0 2.70805020110221 11.4964809927542 7.21081845347222 0 1 1605 1.94591014905531 2.70805020110221 3.52636052461616 0 11.4826311923366 0 0 0 0 0 0 0 13 0 0 0 2.70805020110221 "Cnon"
"1563675" "Sfem" "Fseu" "Psan" "K0" "V0" "U2" "X0" "Y2" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R1" "Q0" "O0" "M0" "T1" "D0" "B0" "I0" 81 41 0 0 5.67332326717149 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 5.67332326717149 0 0 5.67332326717149 0 0 "Cnon"
"1563933" "Shom" "Fseu" "Pouv" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "J0" "A0" "R0" "Q1" "O0" "M0" "T0" "D0" "B0" "I1" 75 28 0 1.94591014905531 0 2.94443897916644 10.6159225220034 0 10.6159225220034 1 4456 1.94591014905531 2.63905732961526 2.39789527279837 0 0 0 0 0 0 0 0 0 4 0 8.98067560367171 0 0 "Cnon"
"1564552" "Sfem" "Fseu" "Pint" "K0" "V0" "U1" "X1" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R0" "Q0" "O0" "M0" "T1" "D0" "B0" "I0" 63 41 0 0 8.21581779183245 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 8.21581779183245 0 0 0 0 8.21581779183245 0 0 "Cnon"
"1564834" "Sfem" "Fcou" "Pouv" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E1" "G1" "F0" "L0" "H0" "J1" "A1" "R0" "Q0" "O0" "M0" "T1" "D0" "B0" "I0" 57 44 0 0.693147180559945 5.18178355029209 3.8286413964891 10.7977984888022 0 10.7977984888022 1 205 0.693147180559945 2.63905732961526 1.38629436111989 0 0 0 0 1 0 0 1 5.18178355029209 0 0 7.32383056620232 0 1.94591014905531 "Cnon"
"1565135" "Sfem" "Fcou" "Pouv" "K1" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R0" "Q1" "O0" "M1" "T0" "D0" "B2" "I1" 49 31 0 2.19722457733622 0 0 0 0 0 3 4371 2.19722457733622 2.63905732961526 3.78418963391826 0 0 0 0 0 0 0 0 0 5 0 9.0871552714058 0 0 "Cnon"
"1565139" "Sfem" "Fseu" "Psan" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R0" "Q0" "O2" "M0" "T0" "D2" "B0" "I1" 49 22 1.09861228866811 0.693147180559945 0 0 0 0 0 1 660 0.693147180559945 2.83321334405622 2.39789527279837 0 0 0 0 0 0 0 0 0 5 0 9.10941445338622 0 0 "Cnon"
"1565403" "Sfem" "Fseu" "Psan" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J1" "A0" "R0" "Q0" "O2" "M0" "T1" "D1" "B1" "I1" 42 25 1.38629436111989 1.09861228866811 9.78323897993995 0 0 0 0 1 977 1.09861228866811 2.70805020110221 3.17805383034795 0 0 0 0 1 1 9.78323897993995 0 0 10 0 9.80117793371156 0 0.693147180559945 "Cnon"
"1620257" "Shom" "Fcou" "Pemp" "K0" "V0" "U2" "X2" "Y1" "R1" "N0" "E1" "G1" "F1" "L0" "H1" "J0" "A2" "R1" "Q2" "O2" "M2" "T2" "D0" "B1" "I2" 113 60 1.09861228866811 3.89182029811063 11.8745988956337 2.07944154167984 9.82021463334231 9.82021463334231 0 1 31761 3.8286413964891 2.63905732961526 3.46573590279973 10.7144399907278 0 0 0 3 2 11.6443922277125 1 10.2929587708899 10 0 12.2107616350163 8.48135873840702 0 "Cnon"
"1631079" "Shom" "Fcou" "Psan" "K0" "V0" "U2" "X2" "Y1" "R1" "N0" "E1" "G1" "F1" "L1" "H1" "J1" "A2" "R1" "Q1" "O0" "M1" "T2" "D0" "B1" "I2" 93 65 0 2.63905732961526 11.4944865074536 3.66356164612965 12.2708861288622 9.67953117096489 9.98635703035842 1 2745 2.484906649788 2.63905732961526 3.43398720448515 12.2848145074707 12.0764137451195 0 0 3 2 11.0944511022684 1 10.3849564536411 5 0 12.1283435094847 11.3093639283837 1.09861228866811 "Cnon"
"1642998" "Shom" "Fcou" "Psan" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F1" "L0" "H1" "J0" "A2" "R2" "Q2" "O1" "M1" "T1" "D0" "B2" "I1" 259 57 0.693147180559945 2.70805020110221 4.75359019110636 2.19722457733622 10.1997328556484 10.1997328556484 0 1 11415 2.70805020110221 2.63905732961526 3.98898404656427 6.08449941307517 0 0 0 1 0 0 1 4.75359019110636 10 0 9.85345661893056 5.30330490805908 0 "Cnon"
"1647388" "Sfem" "Fcou" "Pemp" "K0" "V0" "U2" "X2" "Y0" "R0" "N0" "E0" "G1" "F0" "L0" "H1" "J0" "A2" "R2" "Q0" "O0" "M0" "T2" "D2" "B0" "I2" 236 60 0 0 11.1813750960618 0 9.4412139693523 9.4412139693523 0 1 255 0 4.99043258677874 0 0 0 0 0 3 3 11.1813750960618 0 0 0 0 11.2776587238537 8.8538082749772 0 "Cnon"
"1648920" "Sfem" "Fcou" "Psan" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G1" "F0" "L0" "H0" "J2" "A0" "R1" "Q0" "O2" "M0" "T0" "D2" "B1" "I0" 96 32 1.79175946922805 1.79175946922805 0 0 6.92362862813843 6.92362862813843 0 1 161 1.79175946922805 2.83321334405622 2.83321334405622 0 0 0 0 0 0 0 0 0 0 1 0 0 3.95124371858143 "Cnon"
"1741830" "Shom" "Fseu" "Pemp" "K0" "V0" "U2" "X1" "Y1" "R0" "N1" "E1" "G1" "F0" "L0" "H0" "J2" "A2" "R2" "Q0" "O2" "M1" "T1" "D1" "B1" "I0" 256 58 1.6094379124341 2.63905732961526 5.78382518232974 1.09861228866811 8.84577725518844 0 8.84577725518844 1 -2807 2.56494935746154 2.70805020110221 3.61091791264422 0 0 0 0 2 1 0 1 5.78382518232974 0 1 8.47969898698866 0 4.23410650459726 "Cnon"
"1742180" "Shom" "Fcou" "Pouv" "K0" "V0" "U2" "X1" "Y2" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A2" "R2" "Q2" "O0" "M1" "T2" "D0" "B1" "I2" 244 65 0 2.39789527279837 12.3069717237599 0 0 0 0 1 16610 2.39789527279837 2.63905732961526 3.09104245335832 0 0 0 0 3 1 11.2320601058454 2 11.8894491135749 0 0 12.3753342917353 5.30330490805908 0 "Cnon"
"1743295" "Sfem" "Fseu" "Pouv" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J1" "A0" "R2" "Q1" "O0" "M0" "T1" "D0" "B1" "I0" 205 30 0 1.79175946922805 7.77946696745832 0 0 0 0 1 3668 1.79175946922805 2.63905732961526 3.40119738166216 0 0 0 0 1 0 0 1 7.77946696745832 0 0 7.84541603659248 0 1.09861228866811 "Cnon"
"1743375" "Sfem" "Fcou" "Pouv" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A2" "R2" "Q0" "O0" "M0" "T1" "D0" "B0" "I0" 263 63 0 0 7.35883089834235 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 7.35883089834235 0 0 7.35883089834235 0 0 "Cnon"
"1744033" "Shom" "Fseu" "Psan" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A0" "R2" "Q2" "O0" "M1" "T0" "D0" "B1" "I1" 184 27 0 2.77258872223978 0 0 0 0 0 1 24695 2.77258872223978 2.63905732961526 2.99573227355399 0 0 0 0 1 1 0 0 0 6 0 10.3664980366418 9.11007795003779 0 "Cnon"
"1744095" "Shom" "Fseu" "Psan" "K0" "V1" "U2" "X0" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "J2" "A0" "R2" "Q0" "O0" "M1" "T2" "D0" "B1" "I2" 182 33 0 2.07944154167984 10.5949082435704 0 0 0 0 1 -7248 2.07944154167984 2.63905732961526 3.13549421592915 0 0 1 14.5564555056687 2 0 0 2 10.5949082435704 12 0 14.5760794430412 14.556550833781 4.07753744390572 "Cnon"
"1744219" "Shom" "Fseu" "Psan" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A0" "R2" "Q0" "O0" "M0" "T0" "D2" "B0" "I0" 178 35 0 0 0 0 0 0 0 1 328 0 5.41164605185504 0 0 0 0 0 0 0 0 0 0 0 0 8.89959435992585 8.8538082749772 0 "Cnon"
"1744901" "Shom" "Fseu" "Pemp" "K0" "V0" "U2" "X0" "Y1" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R1" "Q2" "O0" "M1" "T1" "D1" "B1" "I1" 154 32 0 2.19722457733622 6.77878489768518 0 0 0 0 1 8529 2.19722457733622 2.70805020110221 3.04452243772342 0 0 0 0 2 0 0 1 4.88280192258637 0 1 9.28924396957165 0 0 "Cnon"
"1745446" "Sfem" "Fseu" "Psan" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R1" "Q2" "O2" "M0" "T2" "D0" "B1" "I2" 136 37 1.38629436111989 1.79175946922805 11.4309993180714 0 0 0 0 1 18998 1.79175946922805 2.63905732961526 3.43398720448515 0 0 0 0 2 1 10.8444708970007 1 10.6185185265961 7 0 11.6076809455028 0 0 "Cnon"
"1745714" "Shom" "Fcou" "Pouv" "K1" "V1" "U2" "X1" "Y1" "R1" "N1" "E0" "G0" "F0" "L0" "H1" "J0" "A2" "R1" "Q2" "O0" "M2" "T2" "D1" "B2" "I2" 127 51 0 3.29583686600433 12.0585698196744 0 0 0 0 2 24283 3.29583686600433 2.70805020110221 3.63758615972639 0 0 1 10.4147230922751 2 1 11.6602068911189 1 10.9456176692494 13 2 12.4798788924463 10.584739261683 0 "Cnon"
"1745836" "Sfem" "Fseu" "Psan" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R1" "Q2" "O0" "M0" "T0" "D2" "B0" "I1" 123 29 0 0 0 0 0 0 0 1 16422 0 2.77258872223978 2.30258509299405 0 0 0 0 0 0 0 0 0 0 1 9.65681945617496 0 0 "Cnon"
"1746583" "Sfem" "Fseu" "Psan" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "J2" "A0" "R1" "Q1" "O0" "M2" "T0" "D0" "B1" "I0" 153 30 0 3.43398720448515 4.69134788222914 0 0 0 0 1 2515 3.43398720448515 2.63905732961526 3.58351893845611 10.463131911492 0 0 0 1 0 0 1 4.69134788222914 16 0 8.22228507387272 0 3.73766961828337 "Cnon"
"1747141" "Sfem" "Fseu" "Pouv" "K0" "V0" "U2" "X1" "Y2" "R0" "N1" "E0" "G1" "F0" "L0" "H0" "J2" "A0" "R1" "Q0" "O1" "M1" "T1" "D0" "B1" "I1" 102 27 0.693147180559945 2.07944154167984 10.2381009196723 0 7.61134771740362 7.61134771740362 0 1 1163 2.07944154167984 2.63905732961526 3.58351893845611 0 0 0 0 3 1 10.1940280358364 2 7.09506437728713 0 1 10.2381009196723 0 3.3322045101752 "Cnon"
"1840155" "Shom" "Fcou" "Pouv" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "J1" "A1" "R2" "Q1" "O0" "M2" "T1" "D1" "B2" "I1" 303 46 0 3.46573590279973 8.98732181285012 0 0 0 0 1 4542 3.09104245335832 2.70805020110221 3.78418963391826 10.354595018523 0 0 0 2 0 0 2 8.98732181285012 13 0 9.43715716865669 0 0.693147180559945 "Cnon"
"1841915" "Shom" "Fseu" "Psan" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R2" "Q0" "O0" "M0" "T1" "D0" "B0" "I0" 180 21 0 0 6.07304453410041 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 6.07304453410041 0 0 6.07304453410041 0 0 "Cnon"
"1842250" "Shom" "Fcou" "Pemp" "K0" "V0" "U2" "X2" "Y0" "R1" "N1" "E1" "G1" "F0" "L0" "H1" "J1" "A2" "R1" "Q1" "O2" "M2" "T2" "D2" "B2" "I1" 158 52 1.09861228866811 3.46573590279973 10.591647316585 2.70805020110221 10.293906702439 10.0875991728766 8.61431990214696 1 3925 2.70805020110221 2.77258872223978 3.89182029811063 0 0 0 0 2 2 10.591647316585 0 0 15 1 10.7983094697946 6.21660610108486 1.38629436111989 "Cnon"
"1843107" "Shom" "Fseu" "Psan" "K0" "V0" "U2" "X2" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R2" "Q0" "O0" "M0" "T2" "D2" "B0" "I2" 208 29 0 0 12.0059129306063 0 0 0 0 1 157 0 5.32787616878958 0 0 0 0 0 2 2 12.0059129306063 0 0 0 0 12.0068653232594 0 0 "Cnon"
